domain_2	domain_1	domain_domain_interaction	count_new	frequency	domain1_description	domain2_description	marginal_count_domain1_on_5prime_side	marginal_freq_domain1_on_5prime_side	marginal_count_domain2_on_3prime_side	marginal_freq_domain2_on_3prime_side	marginal_count_domain2_on_5prime_side	marginal_freq_domain2_on_5prime_side	marginal_count_domain1_on_3prime_side	marginal_freq_domain1_on_3prime_side	same_domains	normal_freq_domain_1	normal_freq_domain_2	pairbinom.lower	null_prob	foldchange	p_value
p450	CoA_transf_3	CoA_transf_3--p450	8	0.000253405131453912	CoA-transferasefamilyIII	CytochromeP450	16	0.000527721890563673	17	0.000560704508723902	23	0.00075860021768528	18	0.000593687126884132	0	9.90589400693413e-05	0.00302129767211491	2.88486245454411e-05	5.98573090067343e-07	423.348686499426	8.31542019770977e-22
tRNA-synt_1d	RmlD_sub_bind	RmlD_sub_bind--tRNA-synt_1d	2	6.3351282863478e-05	RmlDsubstratebindingdomain	tRNAsynthetasesclassI(R)	4	0.000131930472640918	2	6.59652363204591e-05	1	3.29826181602296e-05	0	0	0	4.95294700346706e-05	9.90589400693413e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
tRNA-synt_2c	COG4	COG4--tRNA-synt_2c	2	6.3351282863478e-05	COG4transportprotein	tRNAsynthetasesclassII(A)	3	9.89478544806887e-05	2	6.59652363204591e-05	14	0.000461756654243214	5	0.000164913090801148	0	4.95294700346706e-05	0.000198117880138683	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
tRNA-synt_2c	tRNA-synt_2c	tRNA-synt_2c--tRNA-synt_2c	2	6.3351282863478e-05	tRNAsynthetasesclassII(A)	tRNAsynthetasesclassII(A)	14	0.000461756654243214	2	6.59652363204591e-05	14	0.000461756654243214	2	6.59652363204591e-05	1	0.000198117880138683	0.000198117880138683	1.00939549274592e-07	3.92506944306456e-08	1614.01686727905	3.16788709332134e-10
tRNA_SAD	tRNA-synt_2c	tRNA-synt_2c--tRNA_SAD	4	0.000126702565726956	tRNAsynthetasesclassII(A)	ThreonylandAlanyltRNAsynthetasesecondadditionaldomain	14	0.000461756654243214	4	0.000131930472640918	9	0.000296843563442066	2	6.59652363204591e-05	0	0.000198117880138683	0.000346706290242694	3.4094320602307e-06	1.37377430507259e-07	922.295352730892	1.27368417179115e-14
ubiquitin	JmjC	JmjC--ubiquitin	5	0.000158378207158695	JmjCdomain,hydroxylase	Ubiquitinfamily	58	0.00191299185329331	18	0.000593687126884132	41	0.00135228734456941	8	0.000263860945281836	0	0.00123823675086677	0.00217929668152551	7.52100867729144e-06	5.39697048421376e-06	29.3457612232556	2.93557296186634e-08
ubiquitin	JmjN	JmjN--ubiquitin	5	0.000158378207158695	jmjNdomain	Ubiquitinfamily	54	0.0017810613806524	18	0.000593687126884132	41	0.00135228734456941	0	0	0	0.000544824170381377	0.00217929668152551	7.52100867729144e-06	2.37466701305405e-06	66.6949118710356	2.31122308005289e-10
zf-B_box	Hormone_recep	Hormone_recep--zf-B_box	14	0.000443458980044346	Ligand-bindingdomainofnuclearhormonereceptor	B-boxzincfinger	12	0.000395791417922755	1	3.29826181602296e-05	63	0.00207790494409446	58	0.00191299185329331	0	0.00237741456166419	0.00361565131253096	9.90208761832978e-05	1.71918041606227e-05	25.794790116332	4.79009785872485e-17
zf-C2H2_3	Laminin_B	Laminin_B--zf-C2H2_3	2	6.3351282863478e-05	LamininB(DomainIV)	zinc-fingerofacetyl-transferaseESCO	18	0.000593687126884132	0	0	5	0.000164913090801148	11	0.000362808799762525	0	0.000396235760277365	9.90589400693413e-05	1.00939549274592e-07	7.85013888612908e-08	807.008433639531	2.53195592917029e-09
zf-C2H2_3	Laminin_I	Laminin_I--zf-C2H2_3	2	6.3351282863478e-05	LamininDomainI	zinc-fingerofacetyl-transferaseESCO	8	0.000263860945281836	0	0	5	0.000164913090801148	12	0.000395791417922755	0	0.000247647350173353	9.90589400693413e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
zf-C2H2_3	Laminin_II	Laminin_II--zf-C2H2_3	2	6.3351282863478e-05	LamininDomainII	zinc-fingerofacetyl-transferaseESCO	6	0.000197895708961377	0	0	5	0.000164913090801148	12	0.000395791417922755	0	0.000247647350173353	9.90589400693413e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
zf-C3HC4_2	DUF829	DUF829--zf-C3HC4_2	3	9.5026924295217e-05	Eukaryoticproteinofunknownfunction(DUF829)	Zincfinger,C3HC4type(RINGfinger)	0	0	1	3.29826181602296e-05	31	0.00102246116296712	3	9.89478544806887e-05	0	4.95294700346706e-05	0.00153541357107479	9.98575935606816e-07	1.52096440918751e-07	624.780722817702	2.20603713389251e-11
zf-C4	DUF3583	DUF3583--zf-C4	14	0.000443458980044346	Proteinofunknownfunction(DUF3583)	Zincfinger,C4type(twodomains)	18	0.000593687126884132	42	0.00138526996272964	39	0.00128632210824895	0	0	0	4.95294700346706e-05	0.00227835562159485	9.90208761832978e-05	2.25691492976211e-07	1964.89009929625	4.68816330631396e-45
zf-C4	Oest_recep	Oest_recep--zf-C4	3	9.5026924295217e-05	Oestrogenreceptor	Zincfinger,C4type(twodomains)	22	0.00072561759952505	42	0.00138526996272964	39	0.00128632210824895	0	0	0	4.95294700346706e-05	0.00227835562159485	9.98575935606816e-07	2.25691492976211e-07	421.047878420625	1.06755535224243e-10
zf-C4	PAX	PAX--zf-C4	9	0.000285080772885651	'Pairedbox'domain	Zincfinger,C4type(twodomains)	14	0.000461756654243214	42	0.00138526996272964	39	0.00128632210824895	3	9.89478544806887e-05	0	0.000445765230312036	0.00227835562159485	3.84054540903955e-05	2.0312234367859e-06	140.349292806875	3.05236978723711e-19
zf-C4	Pax2_C	Pax2_C--zf-C4	4	0.000126702565726956	Paired-boxprotein2Cterminal	Zincfinger,C4type(twodomains)	4	0.000131930472640918	42	0.00138526996272964	39	0.00128632210824895	3	9.89478544806887e-05	0	0.000148588410104012	0.00227835562159485	3.4094320602307e-06	6.77074478928634e-07	187.132390409166	3.65177110282447e-11
zf-C4	zf-B_box	zf-B_box--zf-C4	14	0.000443458980044346	B-boxzincfinger	Zincfinger,C4type(twodomains)	63	0.00207790494409446	42	0.00138526996272964	39	0.00128632210824895	1	3.29826181602296e-05	0	0.00361565131253096	0.00227835562159485	9.90208761832978e-05	1.64754789872634e-05	26.9163027300856	2.583914236398e-17
zf-C5HC2	Ninjurin	Ninjurin--zf-C5HC2	4	0.000126702565726956	Ninjurin	C5HC2zincfinger	0	0	1	3.29826181602296e-05	7	0.000230878327121607	8	0.000263860945281836	0	9.90589400693413e-05	0.000247647350173353	3.4094320602307e-06	4.90633680383067e-08	2582.4269876465	7.41789023521055e-17
zf-CXXC	Actin	Actin--zf-CXXC	5	0.000158378207158695	Actin	CXXCzincfingerdomain	31	0.00102246116296712	3	9.89478544806887e-05	41	0.00135228734456941	20	0.000659652363204591	0	0.00153541357107479	0.000594353640416047	7.52100867729144e-06	1.82515729102501e-06	86.7751003913475	4.83588851329214e-11
zf-CXXC	ELL	ELL--zf-CXXC	4	0.000126702565726956	RNApolymeraseIIelongationfactorELL	CXXCzincfingerdomain	12	0.000395791417922755	3	9.89478544806887e-05	41	0.00135228734456941	5	0.000164913090801148	0	0.000148588410104012	0.000594353640416047	3.4094320602307e-06	1.76628124937904e-07	717.340829901806	4.47029065462336e-14
zf-CXXC	Occludin_ELL	Occludin_ELL--zf-CXXC	4	0.000126702565726956	Occludinhomologydomain	CXXCzincfingerdomain	2	6.59652363204591e-05	3	9.89478544806887e-05	41	0.00135228734456941	6	0.000197895708961377	0	0.000297176820208024	0.000594353640416047	3.4094320602307e-06	3.53256249875808e-07	358.670414950903	1.42386359135553e-12
zf-MYND	Mito_carr	Mito_carr--zf-MYND	5	0.000158378207158695	Mitochondrialcarrierprotein	MYNDfinger	48	0.00158316567169102	28	0.000923513308486428	14	0.000461756654243214	22	0.00072561759952505	0	0.00267459138187221	0.000941059930658742	7.52100867729144e-06	5.03390156073026e-06	31.4623171009564	1.951974880062e-08
zf-MYND	Runt	Runt--zf-MYND	63	0.00199556541019956	Runtdomain	MYNDfinger	29	0.000956495926646657	28	0.000923513308486428	14	0.000461756654243214	3	9.89478544806887e-05	0	0.000148588410104012	0.000941059930658742	0.00108110075780576	2.79661197818348e-07	7135.65351849691	2.52987158178685e-221
zf-RING_UBOX	SUZ-C	SUZ-C--zf-RING_UBOX	3	9.5026924295217e-05	SUZ-Cmotif	RING-typezinc-finger	0	0	1	3.29826181602296e-05	27	0.000890530690326198	4	0.000131930472640918	0	0.000148588410104012	0.00183259039128281	9.98575935606816e-07	5.44603385225204e-07	174.488309976115	3.59049935791897e-09
zf-RanBP	Citrate_bind	Citrate_bind--zf-RanBP	2	6.3351282863478e-05	ATPcitratelyasecitrate-binding	Zn-fingerinRanbindingproteinandothers	8	0.000263860945281836	13	0.000428774036082984	7	0.000230878327121607	1	3.29826181602296e-05	0	4.95294700346706e-05	0.00079247152055473	1.00939549274592e-07	7.85013888612907e-08	807.008433639532	2.53195592917029e-09
zf-Sec23_Sec24	Acetyltransf_10	Acetyltransf_10--zf-Sec23_Sec24	3	9.5026924295217e-05	Acetyltransferase(GNAT)domain	Sec23/Sec24zincfinger	0	0	0	0	11	0.000362808799762525	3	9.89478544806887e-05	0	4.95294700346706e-05	0.000297176820208024	9.98575935606816e-07	2.9438020822984e-08	3228.03373455813	3.10538985495081e-14
zf-TAZ	Ank_2	Ank_2--zf-TAZ	7	0.000221729490022173	Ankyrinrepeats(3copies)	TAZzincfinger	169	0.0055740624690788	2	6.59652363204591e-05	19	0.000626669745044362	86	0.00283650516177974	0	0.0109955423476969	9.90589400693413e-05	2.04102772656256e-05	2.17841354090082e-06	101.784847486067	1.16649129857362e-14
zf-TAZ	BCOR	BCOR--zf-TAZ	6	0.000190053848590434	BCL-6co-repressor,non-ankyrin-repeatregion	TAZzincfinger	1	3.29826181602296e-05	2	6.59652363204591e-05	19	0.000626669745044362	6	0.000197895708961377	0	9.90589400693413e-05	9.90589400693413e-05	1.3243871181734e-05	1.96253472153227e-08	9684.10120367437	6.9452628080384e-27
zf-TAZ	PUFD	PUFD--zf-TAZ	6	0.000190053848590434	BCORL-PCGF1-bindingdomain	TAZzincfinger	0	0	2	6.59652363204591e-05	19	0.000626669745044362	6	0.000197895708961377	0	9.90589400693413e-05	9.90589400693413e-05	1.3243871181734e-05	1.96253472153227e-08	9684.10120367437	6.9452628080384e-27
zf-TAZ	ParA	ParA--zf-TAZ	3	9.5026924295217e-05	NUBPLiron-transferP-loopNTPase	TAZzincfinger	9	0.000296843563442066	2	6.59652363204591e-05	19	0.000626669745044362	5	0.000164913090801148	0	0.000148588410104012	9.90589400693413e-05	9.98575935606816e-07	2.94380208229841e-08	3228.03373455812	3.10538985495081e-14
zf-UBP	ELMO_CED12	ELMO_CED12--zf-UBP	3	9.5026924295217e-05	ELMO/CED-12family	Zn-fingerinubiquitin-hydrolasesandotherprotein	1	3.29826181602296e-05	5	0.000164913090801148	27	0.000890530690326198	4	0.000131930472640918	0	0.000297176820208024	0.000693412580485389	9.98575935606816e-07	4.12132291521777e-07	230.573838182723	1.18149579810944e-09
