domain	absolute_number	freq	Pfam_id	Pfam_description
BCOR	7	0.000230878327121607	PF15808	BCL-6co-repressor,non-ankyrin-repeatregion
BDHCT	3	9.89478544806887e-05	PF08072	BDHCT(NUC031)domain
BDHCT_assoc	3	9.89478544806887e-05	PF16204	BDHCT-boxassociateddomainonBloomsyndromeprotein
BEN	5	0.000164913090801148	PF10523	BENdomain
BET	5	0.000164913090801148	PF17035	Bromodomainextra-terminal-transcriptionregulation
BH3	1	3.29826181602296e-05	PF15285	Beclin-1BH3domain,Bcl-2-interacting
BH4	7	0.000230878327121607	PF02180	Bcl-2homologyregion4
BHD_1	2	6.59652363204591e-05	PF10403	Rad4beta-hairpindomain1
BHD_2	2	6.59652363204591e-05	PF10404	Rad4beta-hairpindomain2
BHD_3	2	6.59652363204591e-05	PF10405	Rad4beta-hairpindomain3
BID	2	6.59652363204591e-05	PF06393	BH3interactingdomain(BID)
BIR	11	0.000362808799762525	PF00653	InhibitorofApoptosisdomain
BIRC6	7	0.000230878327121607	PF12356	BaculoviralIAPrepeat-containingprotein6
BK_channel_a	6	0.000197895708961377	PF03493	Calcium-activatedBKpotassiumchannelalphasubunit
BLM10_mid	1	3.29826181602296e-05	PF16507	Proteasome-substrate-sizeregulator,midregion
BLM_N	3	9.89478544806887e-05	PF16202	N-terminalregionofBloomsyndromeprotein
BNIP2	1	3.29826181602296e-05	PF12496	Bcl2-/adenovirusE1BnineteenkDa-interactingprotein2
BNIP3	1	3.29826181602296e-05	PF06553	BNIP3
BNR_2	4	0.000131930472640918	PF13088	BNRrepeat-likedomain
BORCS7	4	0.000131930472640918	PF16088	BLOC-1-relatedcomplexsub-unit7
BORCS8	3	9.89478544806887e-05	PF10167	BLOC-1-relatedcomplexsub-unit8
BORG_CEP	12	0.000395791417922755	PF14957	Cdc42effector
BP28CT	1	3.29826181602296e-05	PF08146	BP28CT(NUC211)domain
BPL_C	2	6.59652363204591e-05	PF02237	BiotinproteinligaseCterminaldomain
BPL_LplA_LipB	6	0.000197895708961377	PF03099	Biotin/lipoateA/Bproteinligasefamily
BPL_N	6	0.000197895708961377	PF09825	Biotin-proteinligase,Nterminal
BPS	5	0.000164913090801148	PF08947	BPS(BetweenPHandSH2)
BRAP2	2	6.59652363204591e-05	PF07576	BRCA1-associatedprotein2
BRCA-2_OB1	1	3.29826181602296e-05	PF09103	BRCA2,oligonucleotide/oligosaccharide-binding,domain1
BRCA-2_helical	1	3.29826181602296e-05	PF09169	BRCA2,helical
BRCA2	1	3.29826181602296e-05	PF00634	BRCA2repeat
BRCT	12	0.000395791417922755	PF00533	BRCA1CTerminus(BRCT)domain
BRCT_2	7	0.000230878327121607	PF16589	BRCTdomain,aBRCA1C-terminusdomain
BRCT_assoc	1	3.29826181602296e-05	PF12820	Serine-richdomainassociatedwithBRCT
BRD4_CDT	3	9.89478544806887e-05	PF17105	C-terminaldomainofbromodomainprotein4
BRE	7	0.000230878327121607	PF06113	Brainandreproductiveorgan-expressedprotein(BRE)
BRE1	1	3.29826181602296e-05	PF08647	BRE1E3ubiquitinligase
BRF1	1	3.29826181602296e-05	PF07741	Brf1-likeTBP-bindingdomain
BRI3BP	2	6.59652363204591e-05	PF14965	Negativeregulatorofp53/TP53
BRICHOS	5	0.000164913090801148	PF04089	BRICHOSdomain
BRK	10	0.000329826181602296	PF07533	BRKdomain
BRO1	12	0.000395791417922755	PF03097	BRO1-likedomain
BROMI	3	9.89478544806887e-05	PF14961	Broad-mindedprotein
BSD	3	9.89478544806887e-05	PF03909	BSDdomain
BSMAP	5	0.000164913090801148	PF12280	Brainspecificmembraneanchoredprotein
BTB	122	0.00402387941554801	PF00651	BTB/POZdomain
BTB_2	31	0.00102246116296712	PF02214	BTB/POZdomain
BTB_3	2	6.59652363204591e-05	PF16017	BTB/POZdomain
BTG	1	3.29826181602296e-05	PF07742	BTGfamily
BTK	4	0.000131930472640918	PF00779	BTKmotif
Band_3_cyto	6	0.000197895708961377	PF07565	Band3cytoplasmicdomain
Band_7	17	0.000560704508723902	PF01145	SPFHdomain/Band7family
Bap31	3	9.89478544806887e-05	PF05529	Bap31/Bap29transmembraneregion
Bax1-I	8	0.000263860945281836	PF01027	Inhibitorofapoptosis-promotingBax1
Bcl-2	23	0.00075860021768528	PF00452	Apoptosisregulatorproteins,Bcl-2family
Bcl-2_BAD	4	0.000131930472640918	PF10514	Pro-apoptoticBcl-2protein,BAD
Bcr-Abl_Oligo	15	0.000494739272403443	PF09036	Bcr-Abloncoproteinoligomerisationdomain
Beach	17	0.000560704508723902	PF02138	Beige/BEACHdomain
Bestrophin	2	6.59652363204591e-05	PF01062	Bestrophin,RFP-TM,chloridechannel
Beta-APP	4	0.000131930472640918	PF03494	Beta-amyloidpeptide(beta-APP)
Beta-Casp	2	6.59652363204591e-05	PF10996	Beta-Caspdomain
Beta-TrCP_D	1	3.29826181602296e-05	PF12125	Ddomainofbeta-TrCP
BetaGal_dom4_5	2	6.59652363204591e-05	PF13364	Beta-galactosidasejellyrolldomain
Beta_helix	3	9.89478544806887e-05	PF13229	Righthandedbetahelixregion
BicD	8	0.000263860945281836	PF09730	Microtubule-associatedproteinBicaudal-D
Biliv-reduc_cat	1	3.29826181602296e-05	PF09166	Biliverdinreductase,catalytic
Bim_N	5	0.000164913090801148	PF06773	BimproteinN-terminus
Biopterin_H	3	9.89478544806887e-05	PF00351	Biopterin-dependentaromaticaminoacidhydroxylase
Biotin_carb_C	23	0.00075860021768528	PF02785	BiotincarboxylaseC-terminaldomain
Biotin_carb_N	40	0.00131930472640918	PF00289	Biotincarboxylase,N-terminaldomain
Biotin_lipoyl	29	0.000956495926646657	PF00364	Biotin-requiringenzyme
BolA	1	3.29826181602296e-05	PF01722	BolA-likeprotein
Branch	4	0.000131930472640918	PF02485	Core-2/I-Branchingenzyme
Bravo_FIGEY	3	9.89478544806887e-05	PF13882	Bravo-likeintracellularregion
Brix	3	9.89478544806887e-05	PF04427	Brixdomain
Bromo_TP	13	0.000428774036082984	PF07524	Bromodomainassociated
Bromodomain	75	0.00247369636201722	PF00439	Bromodomain
Btz	5	0.000164913090801148	PF09405	CASC3/BarentszeIF4AIIIbinding
C1-set	23	0.00075860021768528	PF07654	ImmunoglobulinC1-setdomain
C12orf66_like	3	9.89478544806887e-05	PF09404	KICSTORcomplexC12orf66like
C1_1	84	0.00277053992545928	PF00130	Phorbolesters/diacylglycerolbindingdomain(C1domain)
C1q	14	0.000461756654243214	PF00386	C1qdomain
C2	228	0.00752003694053234	PF00168	C2domain
C2-set	1	3.29826181602296e-05	PF05790	ImmunoglobulinC2-setdomain
C2-set_2	21	0.000692634981364821	PF08205	CD80-likeC2-setimmunoglobulindomain
C4	2	6.59652363204591e-05	PF01413	C-terminaltandemrepeateddomainintype4procollagen
C8	12	0.000395791417922755	PF08742	C8domain
C9orf72-like	1	3.29826181602296e-05	PF15019	C9orf72-likeproteinfamily
CAAP1	1	3.29826181602296e-05	PF15335	Caspaseactivityandapoptosisinhibitor1
CABIT	6	0.000197895708961377	PF12736	Cell-cyclesustaining,positiveselection,
CAC1F_C	4	0.000131930472640918	PF16885	Voltage-gatedcalciumchannelsubunitalpha,C-term
CAF-1_p150	2	6.59652363204591e-05	PF11600	Chromatinassemblyfactor1complexp150subunit,N-terminal
CAF1	6	0.000197895708961377	PF04857	CAF1familyribonuclease
CAF1-p150_C2	3	9.89478544806887e-05	PF15539	CAF1complexsubunitp150,regionbindingtoCAF1-p60atC-term
CAF1-p150_N	3	9.89478544806887e-05	PF15557	CAF1complexsubunitp150,regionbindingtoPCNA
CAF1C_H4-bd	5	0.000164913090801148	PF12265	Histone-bindingproteinRBBP4orsubunitCofCAF1complex
CALCOCO1	8	0.000263860945281836	PF07888	Calciumbindingandcoiled-coildomain(CALCOCO1)like
CALM_bind	1	3.29826181602296e-05	PF16025	Calcium-dependentcalmodulinbinding
CAML	2	6.59652363204591e-05	PF14963	Calciumsignal-modulatingcyclophilinligand
CAMSAP_CC1	2	6.59652363204591e-05	PF17095	Spectrin-bindingregionofCa2+-Calmodulin
CAMSAP_CH	13	0.000428774036082984	PF11971	CAMSAPCHdomain
CAMSAP_CKK	1	3.29826181602296e-05	PF08683	Microtubule-bindingcalmodulin-regulatedspectrin-associated
CAP	10	0.000329826181602296	PF00188	Cysteine-richsecretoryproteinfamily
CAP_C	1	3.29826181602296e-05	PF08603	Adenylatecyclaseassociated(CAP)Cterminal
CAP_GLY	15	0.000494739272403443	PF01302	CAP-Glydomain
CARD	18	0.000593687126884132	PF00619	Caspaserecruitmentdomain
CARD_2	7	0.000230878327121607	PF16739	Caspaserecruitmentdomain
CARM1	5	0.000164913090801148	PF11531	Coactivator-associatedargininemethyltransferase1Nterminal
CARMIL_C	1	3.29826181602296e-05	PF16000	CARMILC-terminus
CART	1	3.29826181602296e-05	PF06373	Cocaineandamphetamineregulatedtranscriptprotein(CART)
CAS_C	2	6.59652363204591e-05	PF12026	Crk-AssociatedSubstrateC-terminaldomain
CAS_CSE1	5	0.000164913090801148	PF03378	CAS/CSEprotein,C-terminus
CATSPERG	1	3.29826181602296e-05	PF15064	Cationchannelsperm-associatedproteinsubunitgamma
CBAH	4	0.000131930472640918	PF02275	LinearamideC-Nhydrolases,choloylglycinehydrolasefamily
CBF	1	3.29826181602296e-05	PF03914	CBF/Mak21family
CBFB_NFYA	1	3.29826181602296e-05	PF02045	CCAAT-bindingtranscriptionfactor(CBF-B/NF-YA)subunitB
CBFD_NFYB_HMF	2	6.59652363204591e-05	PF00808	Histone-liketranscriptionfactor(CBF/NF-Y)andarchaealhistone
CBFNT	5	0.000164913090801148	PF08143	CBFNT(NUC161)domain
CBF_beta	20	0.000659652363204591	PF02312	Corebindingfactorbetasubunit
CBM_20	3	9.89478544806887e-05	PF00686	Starchbindingdomain
CBM_21	3	9.89478544806887e-05	PF03370	Carbohydrate/starch-bindingmodule(family21)
CBM_48	3	9.89478544806887e-05	PF02922	Carbohydrate-bindingmodule48(IsoamylaseN-terminaldomain)
CBS	10	0.000329826181602296	PF00571	CBSdomain
CCCAP	4	0.000131930472640918	PF15964	Centrosomalcoloncancerautoantigenproteinfamily
CCDC-167	1	3.29826181602296e-05	PF15188	Coiled-coildomain-containingprotein167
CCDC106	2	6.59652363204591e-05	PF15794	Coiled-coildomain-containingprotein106
CCDC117	1	3.29826181602296e-05	PF15810	Coiled-coildomain-containingprotein117
CCDC14	1	3.29826181602296e-05	PF15254	Coiled-coildomain-containingprotein14
CCDC144C	1	3.29826181602296e-05	PF14915	CCDC144Cproteincoiled-coilregion
CCDC23	1	3.29826181602296e-05	PF15674	Coiled-coildomain-containingprotein23
CCDC24	1	3.29826181602296e-05	PF15669	Coiled-coildomain-containingprotein24family
CCDC50_N	6	0.000197895708961377	PF15295	Coiled-coildomain-containingprotein50N-terminus
CCDC53	4	0.000131930472640918	PF10152	SubunitCCDC53ofWASHcomplex
CCDC66	1	3.29826181602296e-05	PF15236	Coiled-coildomain-containingprotein66
CCDC84	1	3.29826181602296e-05	PF14968	Coiledcoilprotein84
CCDC92	1	3.29826181602296e-05	PF14916	Coiled-coildomainofunknownfunction
CD20	16	0.000527721890563673	PF04103	CD20-likefamily
CD225	7	0.000230878327121607	PF04505	Interferon-inducedtransmembraneprotein
CD24	2	6.59652363204591e-05	PF14984	CD24protein
CD34_antigen	4	0.000131930472640918	PF06365	CD34/Podocalyxinfamily
CD36	14	0.000461756654243214	PF01130	CD36family
CD47	1	3.29826181602296e-05	PF04549	CD47transmembraneregion
CD52	1	3.29826181602296e-05	PF15116	CAMPATH-1antigen
CD99L2	1	3.29826181602296e-05	PF12301	CD99antigenlikeprotein2
CDC27	6	0.000197895708961377	PF09507	DNApolymerasesubunitCdc27
CDC37_N	4	0.000131930472640918	PF03234	Cdc37Nterminalkinasebinding
CDC45	3	9.89478544806887e-05	PF02724	CDC45-likeprotein
CDC73_C	1	3.29826181602296e-05	PF05179	RNApolIIaccessoryfactor,Cdc73family,C-terminal
CDC73_N	2	6.59652363204591e-05	PF16050	Paf1complexsubunitCDC73N-terminal
CDK2AP	2	6.59652363204591e-05	PF09806	Cyclin-dependentkinase2-associatedprotein
CDKN3	1	3.29826181602296e-05	PF05706	Cyclin-dependentkinaseinhibitor3(CDKN3)
CDP-OH_P_transf	9	0.000296843563442066	PF01066	CDP-alcoholphosphatidyltransferase
CDRT4	1	3.29826181602296e-05	PF15213	CMT1Aduplicatedregiontranscript4protein
CDV3	2	6.59652363204591e-05	PF15359	Carnitinedeficiency-associatedprotein3
CEBP_ZZ	1	3.29826181602296e-05	PF16366	Cytoplasmicpolyadenylationelement-bindingproteinZZdomain
CENP-F_N	1	3.29826181602296e-05	PF10481	Cenp-FN-terminaldomain
CENP-I	1	3.29826181602296e-05	PF07778	Mis6
CENP-L	1	3.29826181602296e-05	PF13092	KinetochorecomplexSim4subunitFta1
CENP-M	1	3.29826181602296e-05	PF11111	CentromereproteinM(CENP-M)
CENP-N	1	3.29826181602296e-05	PF05238	KinetochoreproteinCHL4like
CENP-P	1	3.29826181602296e-05	PF13096	CENP-A-nucleosomedistal(CAD)centromeresubunit,CENP-P
CENP-R	2	6.59652363204591e-05	PF06729	Kinetochorecomponent,CENP-R
CENP-S	3	9.89478544806887e-05	PF15630	CENP-Sprotein
CENP-T_C	2	6.59652363204591e-05	PF15511	CentromerekinetochorecomponentCENP-Thistonefold
CEP209_CC5	2	6.59652363204591e-05	PF16574	Coiled-coilregionofcentrosomeproteinCE290
CEP44	1	3.29826181602296e-05	PF15007	Centrosomalspindlebody,CEP44
CEP63	1	3.29826181602296e-05	PF17045	Centrosomalproteinof63kDa
CFTR_R	2	6.59652363204591e-05	PF14396	CysticfibrosisTMconductanceregulator(CFTR),regulatordomain
CG-1	3	9.89478544806887e-05	PF03859	CG-1domain
CH	200	0.00659652363204591	PF00307	Calponinhomology(CH)domain
CHAT	2	6.59652363204591e-05	PF12770	CHATdomain
CHCH	2	6.59652363204591e-05	PF06747	CHCHdomain
CHD5	4	0.000131930472640918	PF04420	CHD5-likeprotein
CHDCT2	3	9.89478544806887e-05	PF08074	CHDCT2(NUC038)domain
CHDNT	7	0.000230878327121607	PF08073	CHDNT(NUC034)domain
CHGN	21	0.000692634981364821	PF05679	ChondroitinN-acetylgalactosaminyltransferase
CHRD	1	3.29826181602296e-05	PF07452	CHRDdomain
CH_2	2	6.59652363204591e-05	PF06294	CH-likedomaininspermprotein
CI-B14_5a	2	6.59652363204591e-05	PF07347	NADH:ubiquinoneoxidoreductasesubunitB14.5a(ComplexI-B14.5a)
CIDE-N	5	0.000164913090801148	PF02017	CIDE-Ndomain
CID_GANP	2	6.59652363204591e-05	PF16766	BindingregionofGANPtoENY2
CIMR	4	0.000131930472640918	PF00878	Cation-independentmannose-6-phosphatereceptorrepeat
CK1gamma_C	7	0.000230878327121607	PF12605	Caseinkinase1gammaCterminal
CKS	2	6.59652363204591e-05	PF01111	Cyclin-dependentkinaseregulatorysubunit
CK_II_beta	1	3.29826181602296e-05	PF01214	CaseinkinaseIIregulatorysubunit
CLAMP	1	3.29826181602296e-05	PF14769	FlagellarC1acomplexsubunitC1a-32
CLASP_N	17	0.000560704508723902	PF12348	CLASPNterminal
CLN3	2	6.59652363204591e-05	PF02487	CLN3protein
CLP1_P	3	9.89478544806887e-05	PF16575	mRNAcleavageandpolyadenylationfactorCLP1P-loop
CLPTM1	9	0.000296843563442066	PF05602	Cleftlipandpalatetransmembraneprotein1(CLPTM1)
CLP_protease	1	3.29826181602296e-05	PF00574	Clpprotease
CLTH	2	6.59652363204591e-05	PF10607	CTLH/CRAC-terminaltoLisHmotifdomain
CMS1	5	0.000164913090801148	PF14617	U3-containing90Spre-ribosomalcomplexsubunit
CNDH2_C	1	3.29826181602296e-05	PF16858	CondensinIIcomplexsubunitCAP-H2orCNDH2,C-term
CNDH2_M	1	3.29826181602296e-05	PF16869	PF16858
CNDH2_N	1	3.29826181602296e-05	PF06278	CondensinIIcomplexsubunitCAP-H2orCNDH2,N-terminal
CNH	24	0.000791582835845509	PF00780	CNHdomain
CNOT1_CAF1_bind	1	3.29826181602296e-05	PF16415	CCR4-NOTtranscriptioncomplexsubunit1CAF1-bindingdomain
CNOT1_HEAT	2	6.59652363204591e-05	PF16418	CCR4-NOTtranscriptioncomplexsubunit1HEATrepeat
CNOT1_TTP_bind	2	6.59652363204591e-05	PF16417	CCR4-NOTtranscriptioncomplexsubunit1TTPbindingdomain
CNPase	1	3.29826181602296e-05	PF05881	2',3'-cyclicnucleotide3'-phosphodiesterase(CNPorCNPase)
CN_hydrolase	12	0.000395791417922755	PF00795	Carbon-nitrogenhydrolase
COBRA1	1	3.29826181602296e-05	PF06209	CofactorofBRCA1(COBRA1)
COE1_DBD	2	6.59652363204591e-05	PF16422	TranscriptionfactorCOE1DNA-bindingdomain
COG2	1	3.29826181602296e-05	PF06148	COG(conservedoligomericGolgi)complexcomponent,COG2
COG4	8	0.000263860945281836	PF08318	COG4transportprotein
COG5	9	0.000296843563442066	PF10392	Golgitransportcomplexsubunit5
COG6	3	9.89478544806887e-05	PF06419	ConservedoligomericcomplexCOG6
COG7	1	3.29826181602296e-05	PF10191	Golgicomplexcomponent7(COG7)
COLFI	14	0.000461756654243214	PF01410	FibrillarcollagenC-terminaldomain
COMMD1_N	1	3.29826181602296e-05	PF17221	COMMD1N-terminaldomain
COMM_domain	10	0.000329826181602296	PF07258	COMMdomain
COP-gamma_platf	4	0.000131930472640918	PF08752	Coatomergammasubunitappendageplatformsubdomain
COPIIcoated_ERV	12	0.000395791417922755	PF07970	Endoplasmicreticulumvesicletransporter
COPI_C	3	9.89478544806887e-05	PF06957	Coatomer(COPI)alphasubunitC-terminus
COQ7	1	3.29826181602296e-05	PF03232	UbiquinonebiosynthesisproteinCOQ7
COR	1	3.29826181602296e-05	PF16095	C-terminalofRoc,COR,domain
COX15-CtaA	2	6.59652363204591e-05	PF02628	Cytochromeoxidaseassemblyprotein
COX16	2	6.59652363204591e-05	PF14138	CytochromecoxidaseassemblyproteinCOX16
COX5A	1	3.29826181602296e-05	PF02284	CytochromecoxidasesubunitVa
COX6A	1	3.29826181602296e-05	PF02046	CytochromecoxidasesubunitVIa
COX6B	5	0.000164913090801148	PF02297	CytochromeoxidasecsubunitVIb
COX6C	7	0.000230878327121607	PF02937	CytochromecoxidasesubunitVIc
COX7B	1	3.29826181602296e-05	PF05392	CytochromeCoxidasechainVIIB
COX8	1	3.29826181602296e-05	PF02285	CytochromeoxidasecsubunitVIII
CO_deh_flav_C	2	6.59652363204591e-05	PF03450	COdehydrogenaseflavoproteinC-terminaldomain
COesterase	49	0.00161614828985125	PF00135	Carboxylesterasefamily
CP2	11	0.000362808799762525	PF04516	CP2transcriptionfactor
CPL	2	6.59652363204591e-05	PF08144	CPL(NUC119)domain
CPSF_A	3	9.89478544806887e-05	PF03178	CPSFAsubunitregion
CPSase_L_D2	41	0.00135228734456941	PF02786	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain
CPSase_L_D3	5	0.000164913090801148	PF02787	Carbamoyl-phosphatesynthetaselargechain,oligomerisationdomain
CPSase_sm_chain	6	0.000197895708961377	PF00988	Carbamoyl-phosphatesynthasesmallchain,CPSasedomain
CPT_N	20	0.000659652363204591	PF16484	CarnitineO-palmitoyltransferaseN-terminus
CRAL_TRIO	33	0.00108842639928758	PF00650	CRAL/TRIOdomain
CRAL_TRIO_2	18	0.000593687126884132	PF13716	DivergentCRAL/TRIOdomain
CRAL_TRIO_N	3	9.89478544806887e-05	PF03765	CRAL/TRIO,N-terminaldomain
CREPT	4	0.000131930472640918	PF16566	Cell-cyclealterationandexpression-elevatedproteinintumour
CRIC_ras_sig	4	0.000131930472640918	PF10534	Connectorenhancerofkinasesuppressorofras
CRIM	6	0.000197895708961377	PF16978	SAPK-interactingprotein1(Sin1),middleCRIMdomain
CRM1_C	1	3.29826181602296e-05	PF08767	CRM1Cterminal
CS	10	0.000329826181602296	PF04969	CSdomain
CSD	15	0.000494739272403443	PF00313	'Cold-shock'DNA-bindingdomain
CSF-1	1	3.29826181602296e-05	PF05337	Macrophagecolonystimulatingfactor-1(CSF-1)
CSN8_PSD8_EIF3K	4	0.000131930472640918	PF10075	CSN8/PSMD8/EIF3Kfamily
CSRNP_N	1	3.29826181602296e-05	PF16019	Cysteine/serine-richnuclearproteinN-terminus
CTD_bind	14	0.000461756654243214	PF04818	RNApolymeraseII-bindingdomain.
CTF_NFI	30	0.000989478544806887	PF00859	CTF/NF-Ifamilytranscriptionmodulationregion
CTNNB1_binding	21	0.000692634981364821	PF08347	N-terminalCTNNB1binding
CTNNBL	1	3.29826181602296e-05	PF08216	Catenin-beta-like,Arm-motifcontainingnuclear
CTP_synth_N	5	0.000164913090801148	PF06418	CTPsynthaseN-terminus
CTP_transf_1	2	6.59652363204591e-05	PF01148	Cytidylyltransferasefamily
CTP_transf_3	2	6.59652363204591e-05	PF02348	Cytidylyltransferase
CTP_transf_like	13	0.000428774036082984	PF01467	Cytidylyltransferase-like
CUB	62	0.00204492232593423	PF00431	CUBdomain
CUE	5	0.000164913090801148	PF02845	CUEdomain
CUT	6	0.000197895708961377	PF02376	CUTdomain
CUTL	2	6.59652363204591e-05	PF16557	CUT1-likeDNA-bindingdomainofSATB
CWC25	4	0.000131930472640918	PF12542	Pre-mRNAsplicingfactor
CXCL17	1	3.29826181602296e-05	PF15211	VEGFco-regulatedchemokine1
CXCXC	1	3.29826181602296e-05	PF03128	CXCXCrepeat
CYSTM	5	0.000164913090801148	PF12734	Cysteine-richTMmodulestresstolerance
CYYR1	1	3.29826181602296e-05	PF10873	Cysteineandtyrosine-richprotein1
CaKB	7	0.000230878327121607	PF03185	Calcium-activatedpotassiumchannel,betasubunit
CaMBD	1	3.29826181602296e-05	PF02888	Calmodulinbindingdomain
CaMKII_AD	5	0.000164913090801148	PF08332	Calcium/calmodulindependentproteinkinaseIIassociationdomain
CaM_bdg_C0	2	6.59652363204591e-05	PF10562	Calmodulin-bindingdomainC0ofNMDAreceptorNR1subunit
Ca_chan_IQ	11	0.000362808799762525	PF08763	VoltagegatedcalciumchannelIQdomain
Ca_hom_mod	1	3.29826181602296e-05	PF14798	Calciumhomeostasismodulator
Cadherin	108	0.00356212276130479	PF00028	Cadherindomain
Cadherin-like	3	9.89478544806887e-05	PF12733	Cadherin-likebetasandwichdomain
Cadherin_2	9	0.000296843563442066	PF08266	Cadherin-like
Cadherin_3	7	0.000230878327121607	PF16184	Cadherin-like
Cadherin_C	25	0.000824565454005739	PF01049	Cadherincytoplasmicregion
Cadherin_C_2	5	0.000164913090801148	PF16492	CadherincytoplasmicC-terminal
Cadherin_pro	18	0.000593687126884132	PF08758	Cadherinprodomainlike
Cadherin_tail	1	3.29826181602296e-05	PF15974	CadherinC-terminalcytoplasmictail,catenin-bindingregion
Calc_CGRP_IAPP	1	3.29826181602296e-05	PF00214	Calcitonin/CGRP/IAPPfamily
Calcipressin	6	0.000197895708961377	PF04847	Calcipressin
Caldesmon	3	9.89478544806887e-05	PF02029	Caldesmon
Calpain_III	7	0.000230878327121607	PF01067	Calpainlargesubunit,domainIII
Calpain_inhib	2	6.59652363204591e-05	PF00748	Calpaininhibitor
Calponin	6	0.000197895708961377	PF00402	Calponinfamilyrepeat
Calreticulin	18	0.000593687126884132	PF00262	Calreticulinfamily
Calsarcin	2	6.59652363204591e-05	PF05556	Calcineurin-bindingprotein(Calsarcin)
Calx-beta	13	0.000428774036082984	PF03160	Calx-betadomain
Caprin-1_C	4	0.000131930472640918	PF12287	Cytoplasmicactivation/proliferation-associatedprotein-1Cterm
Carb_anhydrase	20	0.000659652363204591	PF00194	Eukaryotic-typecarbonicanhydrase
Carboxyl_trans	15	0.000494739272403443	PF01039	Carboxyltransferasedomain
CarboxypepD_reg	20	0.000659652363204591	PF13620	Carboxypeptidaseregulatory-likedomain
Carn_acyltransf	24	0.000791582835845509	PF00755	Choline/Carnitineo-acyltransferase
Cas1_AcylT	1	3.29826181602296e-05	PF07779	10TMAcylTransferasedomainfoundinCas1p
Caskin-Pro-rich	2	6.59652363204591e-05	PF16907	ProlinerichregionofCaskinproteins
Caskin-tail	2	6.59652363204591e-05	PF16632	C-terminalregionofCaskin
Caskin1-CID	1	3.29826181602296e-05	PF16600	Caskin1CASK-interactiondomain
Cast	25	0.000824565454005739	PF10174	RIM-bindingproteinofthecytomatrixactivezone
