domain_pair	domain_1	domain_2	domain_desc_1	domain_desc_2	absolute_number	freq
Acyl-CoA_dh_N--Acyl-CoA_dh_N	Acyl-CoA_dh_N	Acyl-CoA_dh_N	Acyl-CoAdehydrogenase,N-terminaldomain	Acyl-CoAdehydrogenase,N-terminaldomain	1	4.94878012569901e-05
ACOX--Acyl-CoA_ox_N	ACOX	Acyl-CoA_ox_N	Acyl-CoAoxidase	Acyl-coenzymeAoxidaseN-terminal	2	9.89756025139803e-05
Acyl-CoA_dh_M--Acyl-CoA_ox_N	Acyl-CoA_dh_M	Acyl-CoA_ox_N	Acyl-CoAdehydrogenase,middledomain	Acyl-coenzymeAoxidaseN-terminal	2	9.89756025139803e-05
Acyltransf_C--Acyltransferase	Acyltransf_C	Acyltransferase	AcyltransferaseC-terminus	Acyltransferase	5	0.000247439006284951
AdoHcyase--AdoHcyase_NAD	AdoHcyase	AdoHcyase_NAD	S-adenosyl-L-homocysteinehydrolase	S-adenosyl-L-homocysteinehydrolase,NADbindingdomain	3	0.00014846340377097
Afaf--Afaf	Afaf	Afaf	Acrosomeformation-associatedfactor	Acrosomeformation-associatedfactor	1	4.94878012569901e-05
Agenet--Agenet	Agenet	Agenet	Agenetdomain	Agenetdomain	1	4.94878012569901e-05
1-cysPrx_C--AhpC-TSA	1-cysPrx_C	AhpC-TSA	C-terminaldomainof1-Cysperoxiredoxin	AhpC/TSAfamily	5	0.000247439006284951
Aida_C2--Aida_N	Aida_C2	Aida_N	Cytoskeletaladhesion	AidaN-terminus	1	4.94878012569901e-05
AlaDh_PNT_C--AlaDh_PNT_N	AlaDh_PNT_C	AlaDh_PNT_N	Alaninedehydrogenase/PNT,C-terminaldomain	Alaninedehydrogenase/PNT,N-terminaldomain	1	4.94878012569901e-05
Ald_Xan_dh_C--Ald_Xan_dh_C2	Ald_Xan_dh_C	Ald_Xan_dh_C2	Aldehydeoxidaseandxanthinedehydrogenase,a/bhammerheaddomain	Molybdopterin-bindingdomainofaldehydedehydrogenase	2	9.89756025139803e-05
AA_kinase--Aldedh	AA_kinase	Aldedh	Aminoacidkinasefamily	Aldehydedehydrogenasefamily	1	4.94878012569901e-05
Aldedh--Aldedh	Aldedh	Aldedh	Aldehydedehydrogenasefamily	Aldehydedehydrogenasefamily	3	0.00014846340377097
Aldo_ket_red--Aldo_ket_red	Aldo_ket_red	Aldo_ket_red	Aldo/ketoreductasefamily	Aldo/ketoreductasefamily	4	0.000197951205027961
Alg6_Alg8--Alg6_Alg8	Alg6_Alg8	Alg6_Alg8	ALG6,ALG8glycosyltransferasefamily	ALG6,ALG8glycosyltransferasefamily	1	4.94878012569901e-05
Allantoicase--Allantoicase	Allantoicase	Allantoicase	Allantoicaserepeat	Allantoicaserepeat	1	4.94878012569901e-05
Alpha-2-MRAP_C--Alpha-2-MRAP_N	Alpha-2-MRAP_C	Alpha-2-MRAP_N	Alpha-2-macroglobulinRAP,C-terminaldomain	Alpha-2-macroglobulinRAP,N-terminaldomain	1	4.94878012569901e-05
Alpha-amylase--Alpha-amylase_C	Alpha-amylase	Alpha-amylase_C	Alphaamylase,catalyticdomain	Alphaamylase,C-terminalall-betadomain	5	0.000247439006284951
Adaptin_N--Alpha_adaptinC2	Adaptin_N	Alpha_adaptinC2	AdaptinNterminalregion	AdaptinC-terminaldomain	6	0.000296926807541941
Alpha_adaptin_C--Alpha_adaptinC2	Alpha_adaptin_C	Alpha_adaptinC2	AlphaadaptinAP2,C-terminaldomain	AdaptinC-terminaldomain	2	9.89756025139803e-05
Adaptin_N--Alpha_adaptin_C	Adaptin_N	Alpha_adaptin_C	AdaptinNterminalregion	AlphaadaptinAP2,C-terminaldomain	2	9.89756025139803e-05
Amelin--Amelin	Amelin	Amelin	Ameloblastinprecursor(Amelin)	Ameloblastinprecursor(Amelin)	1	4.94878012569901e-05
Amidase_2--Amidase_2	Amidase_2	Amidase_2	N-acetylmuramoyl-L-alanineamidase	N-acetylmuramoyl-L-alanineamidase	2	9.89756025139803e-05
Amidohydro_1--Amidohydro_1	Amidohydro_1	Amidohydro_1	Amidohydrolasefamily	Amidohydrolasefamily	1	4.94878012569901e-05
Amino_oxidase--Amino_oxidase	Amino_oxidase	Amino_oxidase	Flavincontainingamineoxidoreductase	Flavincontainingamineoxidoreductase	3	0.00014846340377097
Aminotran_1_2--Aminotran_1_2	Aminotran_1_2	Aminotran_1_2	AminotransferaseclassIandII	AminotransferaseclassIandII	1	4.94878012569901e-05
Ammonium_transp--Ammonium_transp	Ammonium_transp	Ammonium_transp	AmmoniumTransporterFamily	AmmoniumTransporterFamily	1	4.94878012569901e-05
Amnionless--Amnionless	Amnionless	Amnionless	Amnionless	Amnionless	1	4.94878012569901e-05
An_peroxidase--An_peroxidase	An_peroxidase	An_peroxidase	Animalhaemperoxidase	Animalhaemperoxidase	2	9.89756025139803e-05
Anillin--Anillin_N	Anillin	Anillin_N	Celldivisionproteinanillin	AnillinN-terminus	1	4.94878012569901e-05
Anillin_N--Anillin_N	Anillin_N	Anillin_N	AnillinN-terminus	AnillinN-terminus	1	4.94878012569901e-05
Ank--Ank	Ank	Ank	Ankyrinrepeat	Ankyrinrepeat	9	0.000445390211312911
AAA_2--Ank_2	AAA_2	Ank_2	AAAdomain(Cdc48subfamily)	Ankyrinrepeats(3copies)	1	4.94878012569901e-05
ACBP--Ank_2	ACBP	Ank_2	AcylCoAbindingprotein	Ankyrinrepeats(3copies)	1	4.94878012569901e-05
Actin--Ank_2	Actin	Ank_2	Actin	Ankyrinrepeats(3copies)	4	0.000197951205027961
Ank--Ank_2	Ank	Ank_2	Ankyrinrepeat	Ankyrinrepeats(3copies)	39	0.00193002424902262
Ank_2--Ank_2	Ank_2	Ank_2	Ankyrinrepeats(3copies)	Ankyrinrepeats(3copies)	115	0.00569109714455387
Ank--Ank_3	Ank	Ank_3	Ankyrinrepeat	Ankyrinrepeat	3	0.00014846340377097
Ank_2--Ank_3	Ank_2	Ank_3	Ankyrinrepeats(3copies)	Ankyrinrepeat	12	0.000593853615083882
Ank--Ank_4	Ank	Ank_4	Ankyrinrepeat	Ankyrinrepeats(manycopies)	13	0.000643341416340872
Ank_2--Ank_4	Ank_2	Ank_4	Ankyrinrepeats(3copies)	Ankyrinrepeats(manycopies)	35	0.00173207304399466
Ank_3--Ank_4	Ank_3	Ank_4	Ankyrinrepeat	Ankyrinrepeats(manycopies)	5	0.000247439006284951
Ank_4--Ank_4	Ank_4	Ank_4	Ankyrinrepeats(manycopies)	Ankyrinrepeats(manycopies)	9	0.000445390211312911
Ank--Ank_5	Ank	Ank_5	Ankyrinrepeat	Ankyrinrepeats(manycopies)	6	0.000296926807541941
Ank_2--Ank_5	Ank_2	Ank_5	Ankyrinrepeats(3copies)	Ankyrinrepeats(manycopies)	17	0.000841292621368833
Ank_3--Ank_5	Ank_3	Ank_5	Ankyrinrepeat	Ankyrinrepeats(manycopies)	3	0.00014846340377097
Ank_4--Ank_5	Ank_4	Ank_5	Ankyrinrepeats(manycopies)	Ankyrinrepeats(manycopies)	6	0.000296926807541941
Ank_5--Ank_5	Ank_5	Ank_5	Ankyrinrepeats(manycopies)	Ankyrinrepeats(manycopies)	1	4.94878012569901e-05
Annexin--Annexin	Annexin	Annexin	Annexin	Annexin	13	0.000643341416340872
Anoct_dimer--Anoctamin	Anoct_dimer	Anoctamin	DimerisationdomainofCa+-activatedchloride-channel,anoctamin	Calcium-activatedchloridechannel	7	0.000346414608798931
Anoctamin--Anoctamin	Anoctamin	Anoctamin	Calcium-activatedchloridechannel	Calcium-activatedchloridechannel	1	4.94878012569901e-05
Ant_C--Anth_Ig	Ant_C	Anth_Ig	AnthraxreceptorC-terminusregion	Anthraxreceptorextracellulardomain	2	9.89756025139803e-05
Antistasin--Antistasin	Antistasin	Antistasin	Antistasinfamily	Antistasinfamily	1	4.94878012569901e-05
Aph-1--Aph-1	Aph-1	Aph-1	Aph-1protein	Aph-1protein	2	9.89756025139803e-05
Apolipoprotein--Apolipoprotein	Apolipoprotein	Apolipoprotein	ApolipoproteinA1/A4/Edomain	ApolipoproteinA1/A4/Edomain	2	9.89756025139803e-05
AAA_11--Aquarius_N	AAA_11	Aquarius_N	AAAdomain	Intron-bindingproteinaquariusN-terminus	1	4.94878012569901e-05
AAA_12--Aquarius_N	AAA_12	Aquarius_N	AAAdomain	Intron-bindingproteinaquariusN-terminus	1	4.94878012569901e-05
Ank_2--ArfGap	Ank_2	ArfGap	Ankyrinrepeats(3copies)	PutativeGTPaseactivatingproteinforArf	13	0.000643341416340872
Ank_5--ArfGap	Ank_5	ArfGap	Ankyrinrepeats(manycopies)	PutativeGTPaseactivatingproteinforArf	1	4.94878012569901e-05
ArgoL1--ArgoL2	ArgoL1	ArgoL2	Argonautelinker1domain	Argonautelinker2domain	4	0.000197951205027961
ArgoL1--ArgoMid	ArgoL1	ArgoMid	Argonautelinker1domain	Middomainofargonaute	4	0.000197951205027961
ArgoL2--ArgoMid	ArgoL2	ArgoMid	Argonautelinker2domain	Middomainofargonaute	4	0.000197951205027961
ArgoL1--ArgoN	ArgoL1	ArgoN	Argonautelinker1domain	N-terminaldomainofargonaute	4	0.000197951205027961
ArgoL2--ArgoN	ArgoL2	ArgoN	Argonautelinker2domain	N-terminaldomainofargonaute	4	0.000197951205027961
ArgoMid--ArgoN	ArgoMid	ArgoN	Middomainofargonaute	N-terminaldomainofargonaute	4	0.000197951205027961
APC_15aa--Arm	APC_15aa	Arm	APC15residuemotif	Armadillo/beta-catenin-likerepeat	1	4.94878012569901e-05
APC_N_CC--Arm	APC_N_CC	Arm	Coiled-coilN-terminusofAPC,dimerisationdomain	Armadillo/beta-catenin-likerepeat	2	9.89756025139803e-05
APC_basic--Arm	APC_basic	Arm	APCbasicdomain	Armadillo/beta-catenin-likerepeat	2	9.89756025139803e-05
APC_r--Arm	APC_r	Arm	APCrepeat	Armadillo/beta-catenin-likerepeat	2	9.89756025139803e-05
APC_u13--Arm	APC_u13	Arm	UnstructuredregiononAPCbetweenAPC_crrandSAMP	Armadillo/beta-catenin-likerepeat	1	4.94878012569901e-05
APC_u14--Arm	APC_u14	Arm	UnstructuredregiononAPCbetweenSAMPandAPC_crr	Armadillo/beta-catenin-likerepeat	1	4.94878012569901e-05
APC_u15--Arm	APC_u15	Arm	UnstructuredregiononAPCbetweenAPC_crrregions5and6	Armadillo/beta-catenin-likerepeat	1	4.94878012569901e-05
APC_u5--Arm	APC_u5	Arm	UnstructuredregiononAPCbetween1stand2ndcatenin-bdgmotifs	Armadillo/beta-catenin-likerepeat	1	4.94878012569901e-05
APC_u9--Arm	APC_u9	Arm	UnstructuredregiononAPCbetween1sttwocreatine-richregions	Armadillo/beta-catenin-likerepeat	1	4.94878012569901e-05
Ank_2--Arm	Ank_2	Arm	Ankyrinrepeats(3copies)	Armadillo/beta-catenin-likerepeat	1	4.94878012569901e-05
Arm--Arm	Arm	Arm	Armadillo/beta-catenin-likerepeat	Armadillo/beta-catenin-likerepeat	19	0.000940268223882813
Arm--Arm_3	Arm	Arm_3	Armadillo/beta-catenin-likerepeat	AtypicalArmrepeat	7	0.000346414608798931
APC_15aa--Arm_APC_u3	APC_15aa	Arm_APC_u3	APC15residuemotif	Armadillo-associatedregiononAPC	1	4.94878012569901e-05
APC_N_CC--Arm_APC_u3	APC_N_CC	Arm_APC_u3	Coiled-coilN-terminusofAPC,dimerisationdomain	Armadillo-associatedregiononAPC	2	9.89756025139803e-05
APC_basic--Arm_APC_u3	APC_basic	Arm_APC_u3	APCbasicdomain	Armadillo-associatedregiononAPC	2	9.89756025139803e-05
APC_r--Arm_APC_u3	APC_r	Arm_APC_u3	APCrepeat	Armadillo-associatedregiononAPC	2	9.89756025139803e-05
APC_u13--Arm_APC_u3	APC_u13	Arm_APC_u3	UnstructuredregiononAPCbetweenAPC_crrandSAMP	Armadillo-associatedregiononAPC	1	4.94878012569901e-05
APC_u14--Arm_APC_u3	APC_u14	Arm_APC_u3	UnstructuredregiononAPCbetweenSAMPandAPC_crr	Armadillo-associatedregiononAPC	1	4.94878012569901e-05
APC_u15--Arm_APC_u3	APC_u15	Arm_APC_u3	UnstructuredregiononAPCbetweenAPC_crrregions5and6	Armadillo-associatedregiononAPC	1	4.94878012569901e-05
APC_u5--Arm_APC_u3	APC_u5	Arm_APC_u3	UnstructuredregiononAPCbetween1stand2ndcatenin-bdgmotifs	Armadillo-associatedregiononAPC	1	4.94878012569901e-05
APC_u9--Arm_APC_u3	APC_u9	Arm_APC_u3	UnstructuredregiononAPCbetween1sttwocreatine-richregions	Armadillo-associatedregiononAPC	1	4.94878012569901e-05
Arm--Arm_APC_u3	Arm	Arm_APC_u3	Armadillo/beta-catenin-likerepeat	Armadillo-associatedregiononAPC	2	9.89756025139803e-05
Arrestin_C--Arrestin_N	Arrestin_C	Arrestin_N	Arrestin(orS-antigen),C-terminaldomain	Arrestin(orS-antigen),N-terminaldomain	10	0.000494878012569902
Arrestin_N--Arrestin_N	Arrestin_N	Arrestin_N	Arrestin(orS-antigen),N-terminaldomain	Arrestin(orS-antigen),N-terminaldomain	2	9.89756025139803e-05
Arv1--Arv1	Arv1	Arv1	Arv1-likefamily	Arv1-likefamily	1	4.94878012569901e-05
Ashwin--Ashwin	Ashwin	Ashwin	Developmentalprotein	Developmentalprotein	1	4.94878012569901e-05
A1_Propeptide--Asp	A1_Propeptide	Asp	A1Propeptide	Eukaryoticaspartylprotease	8	0.000395902410055921
Asp--Asp	Asp	Asp	Eukaryoticaspartylprotease	Eukaryoticaspartylprotease	1	4.94878012569901e-05
Asp-B-Hydro_N--Asp_Arg_Hydrox	Asp-B-Hydro_N	Asp_Arg_Hydrox	Aspartylbeta-hydroxylaseN-terminalregion	Aspartyl/Asparaginylbeta-hydroxylase	1	4.94878012569901e-05
Ank_2--Asparaginase	Ank_2	Asparaginase	Ankyrinrepeats(3copies)	Asparaginase,N-terminal	1	4.94878012569901e-05
Asparaginase_2--Asparaginase_2	Asparaginase_2	Asparaginase_2	Asparaginase	Asparaginase	1	4.94878012569901e-05
Atrophin-1--Atrophin-1	Atrophin-1	Atrophin-1	Atrophin-1family	Atrophin-1family	1	4.94878012569901e-05
Autophagy_act_C--Autophagy_C	Autophagy_act_C	Autophagy_C	Autophagocytosisassociatedprotein,active-sitedomain	AutophagocytosisassociatedproteinC-terminal	1	4.94878012569901e-05
Autophagy_C--Autophagy_N	Autophagy_C	Autophagy_N	AutophagocytosisassociatedproteinC-terminal	Autophagocytosisassociatedprotein(Atg3),N-terminaldomain	1	4.94878012569901e-05
Autophagy_act_C--Autophagy_N	Autophagy_act_C	Autophagy_N	Autophagocytosisassociatedprotein,active-sitedomain	Autophagocytosisassociatedprotein(Atg3),N-terminaldomain	1	4.94878012569901e-05
B12-binding--B12-binding_2	B12-binding	B12-binding_2	B12bindingdomain	B12bindingdomain	1	4.94878012569901e-05
Adaptin_N--B2-adapt-app_C	Adaptin_N	B2-adapt-app_C	AdaptinNterminalregion	Beta2-adaptinappendage,C-terminalsub-domain	3	0.00014846340377097
Alpha_adaptinC2--B2-adapt-app_C	Alpha_adaptinC2	B2-adapt-app_C	AdaptinC-terminaldomain	Beta2-adaptinappendage,C-terminalsub-domain	2	9.89756025139803e-05
B3_4--B5	B3_4	B5	B3/4domain	tRNAsynthetaseB5domain	1	4.94878012569901e-05
ARID--BAF250_C	ARID	BAF250_C	ARID/BRIGHTDNAbindingdomain	SWI/SNF-likecomplexsubunitBAF250/Osa	2	9.89756025139803e-05
BAG--BAG	BAG	BAG	BAGdomain	BAGdomain	1	4.94878012569901e-05
AAA--BAH	AAA	BAH	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	BAHdomain	1	4.94878012569901e-05
Atrophin-1--BAH	Atrophin-1	BAH	Atrophin-1family	BAHdomain	1	4.94878012569901e-05
BAH--BAH	BAH	BAH	BAHdomain	BAHdomain	2	9.89756025139803e-05
BAR--BAR	BAR	BAR	BARdomain	BARdomain	2	9.89756025139803e-05
Ank_2--BAR_3	Ank_2	BAR_3	Ankyrinrepeats(3copies)	BARdomainofAPPLfamily	5	0.000247439006284951
Ank_5--BAR_3	Ank_5	BAR_3	Ankyrinrepeats(manycopies)	BARdomainofAPPLfamily	1	4.94878012569901e-05
ArfGap--BAR_3	ArfGap	BAR_3	PutativeGTPaseactivatingproteinforArf	BARdomainofAPPLfamily	6	0.000296926807541941
BBS1--BBS1	BBS1	BBS1	CiliaryBBSomecomplexsubunit1	CiliaryBBSomecomplexsubunit1	1	4.94878012569901e-05
BBS2_C--BBS2_C	BBS2_C	BBS2_C	CiliaryBBSomecomplexsubunit2,C-terminal	CiliaryBBSomecomplexsubunit2,C-terminal	1	4.94878012569901e-05
BBS2_C--BBS2_Mid	BBS2_C	BBS2_Mid	CiliaryBBSomecomplexsubunit2,C-terminal	CiliaryBBSomecomplexsubunit2,middleregion	1	4.94878012569901e-05
BBS2_C--BBS2_N	BBS2_C	BBS2_N	CiliaryBBSomecomplexsubunit2,C-terminal	CiliaryBBSomecomplexsubunit2,N-terminal	1	4.94878012569901e-05
BBS2_Mid--BBS2_N	BBS2_Mid	BBS2_N	CiliaryBBSomecomplexsubunit2,middleregion	CiliaryBBSomecomplexsubunit2,N-terminal	1	4.94878012569901e-05
BCLP--BCLP	BCLP	BCLP	Beta-caseinlikeprotein	Beta-caseinlikeprotein	1	4.94878012569901e-05
Ank_2--BCOR	Ank_2	BCOR	Ankyrinrepeats(3copies)	BCL-6co-repressor,non-ankyrin-repeatregion	2	9.89756025139803e-05
AAA--BCS1_N	AAA	BCS1_N	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	BCS1Nterminal	1	4.94878012569901e-05
BDHCT--BDHCT_assoc	BDHCT	BDHCT_assoc	BDHCT(NUC031)domain	BDHCT-boxassociateddomainonBloomsyndromeprotein	1	4.94878012569901e-05
BEN--BEN	BEN	BEN	BENdomain	BENdomain	2	9.89756025139803e-05
APG6--BH3	APG6	BH3	Apg6BARAdomain	Beclin-1BH3domain,Bcl-2-interacting	1	4.94878012569901e-05
Bcl-2--BH4	Bcl-2	BH4	Apoptosisregulatorproteins,Bcl-2family	Bcl-2homologyregion4	4	0.000197951205027961
BHD_1--BHD_2	BHD_1	BHD_2	Rad4beta-hairpindomain1	Rad4beta-hairpindomain2	1	4.94878012569901e-05
BHD_1--BHD_3	BHD_1	BHD_3	Rad4beta-hairpindomain1	Rad4beta-hairpindomain3	1	4.94878012569901e-05
BHD_2--BHD_3	BHD_2	BHD_3	Rad4beta-hairpindomain2	Rad4beta-hairpindomain3	1	4.94878012569901e-05
BIR--BIR	BIR	BIR	InhibitorofApoptosisdomain	InhibitorofApoptosisdomain	4	0.000197951205027961
BIR--BIRC6	BIR	BIRC6	InhibitorofApoptosisdomain	BaculoviralIAPrepeat-containingprotein6	1	4.94878012569901e-05
BDHCT--BLM_N	BDHCT	BLM_N	BDHCT(NUC031)domain	N-terminalregionofBloomsyndromeprotein	1	4.94878012569901e-05
BDHCT_assoc--BLM_N	BDHCT_assoc	BLM_N	BDHCT-boxassociateddomainonBloomsyndromeprotein	N-terminalregionofBloomsyndromeprotein	1	4.94878012569901e-05
BMF--BMF	BMF	BMF	Bcl-2-modifyingfactor,apoptosis	Bcl-2-modifyingfactor,apoptosis	1	4.94878012569901e-05
BPL_C--BPL_LplA_LipB	BPL_C	BPL_LplA_LipB	BiotinproteinligaseCterminaldomain	Biotin/lipoateA/Bproteinligasefamily	1	4.94878012569901e-05
BPL_C--BPL_N	BPL_C	BPL_N	BiotinproteinligaseCterminaldomain	Biotin-proteinligase,Nterminal	1	4.94878012569901e-05
BPL_LplA_LipB--BPL_N	BPL_LplA_LipB	BPL_N	Biotin/lipoateA/Bproteinligasefamily	Biotin-proteinligase,Nterminal	1	4.94878012569901e-05
BRCA-2_helical--BRCA-2_OB1	BRCA-2_helical	BRCA-2_OB1	BRCA2,helical	BRCA2,oligonucleotide/oligosaccharide-binding,domain1	1	4.94878012569901e-05
BRCA-2_OB1--BRCA-2_OB3	BRCA-2_OB1	BRCA-2_OB3	BRCA2,oligonucleotide/oligosaccharide-binding,domain1	BRCA2,oligonucleotide/oligosaccharide-binding,domain3	1	4.94878012569901e-05
BRCA-2_helical--BRCA-2_OB3	BRCA-2_helical	BRCA-2_OB3	BRCA2,helical	BRCA2,oligonucleotide/oligosaccharide-binding,domain3	1	4.94878012569901e-05
BRCA-2_OB1--BRCA2	BRCA-2_OB1	BRCA2	BRCA2,oligonucleotide/oligosaccharide-binding,domain1	BRCA2repeat	1	4.94878012569901e-05
BRCA-2_OB3--BRCA2	BRCA-2_OB3	BRCA2	BRCA2,oligonucleotide/oligosaccharide-binding,domain3	BRCA2repeat	1	4.94878012569901e-05
BRCA-2_helical--BRCA2	BRCA-2_helical	BRCA2	BRCA2,helical	BRCA2repeat	1	4.94878012569901e-05
BRCA2--BRCA2	BRCA2	BRCA2	BRCA2repeat	BRCA2repeat	1	4.94878012569901e-05
AAA--BRCT	AAA	BRCT	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	BRCA1CTerminus(BRCT)domain	1	4.94878012569901e-05
BRCT--BRCT	BRCT	BRCT	BRCA1CTerminus(BRCT)domain	BRCA1CTerminus(BRCT)domain	3	0.00014846340377097
BRCT--BRCT_2	BRCT	BRCT_2	BRCA1CTerminus(BRCT)domain	BRCTdomain,aBRCA1C-terminusdomain	2	9.89756025139803e-05
BRCT--BRCT_assoc	BRCT	BRCT_assoc	BRCA1CTerminus(BRCT)domain	Serine-richdomainassociatedwithBRCT	1	4.94878012569901e-05
BET--BRD4_CDT	BET	BRD4_CDT	Bromodomainextra-terminal-transcriptionregulation	C-terminaldomainofbromodomainprotein4	2	9.89756025139803e-05
BRK--BRK	BRK	BRK	BRKdomain	BRKdomain	2	9.89756025139803e-05
ALIX_LYPXL_bnd--BRO1	ALIX_LYPXL_bnd	BRO1	ALIXV-shapeddomainbindingtoHIV	BRO1-likedomain	2	9.89756025139803e-05
BROMI--BROMI	BROMI	BROMI	Broad-mindedprotein	Broad-mindedprotein	1	4.94878012569901e-05
Ank--BTB	Ank	BTB	Ankyrinrepeat	BTB/POZdomain	2	9.89756025139803e-05
Ank_2--BTB	Ank_2	BTB	Ankyrinrepeats(3copies)	BTB/POZdomain	5	0.000247439006284951
Ank_4--BTB	Ank_4	BTB	Ankyrinrepeats(manycopies)	BTB/POZdomain	1	4.94878012569901e-05
Ank_5--BTB	Ank_5	BTB	Ankyrinrepeats(manycopies)	BTB/POZdomain	1	4.94878012569901e-05
BACK--BTB	BACK	BTB	BTBAndC-terminalKelch	BTB/POZdomain	58	0.00287029247290543
BEN--BTB	BEN	BTB	BENdomain	BTB/POZdomain	2	9.89756025139803e-05
BTB--BTB	BTB	BTB	BTB/POZdomain	BTB/POZdomain	11	0.000544365813826892
Band_3_cyto--Band_3_cyto	Band_3_cyto	Band_3_cyto	Band3cytoplasmicdomain	Band3cytoplasmicdomain	1	4.94878012569901e-05
Band_7--Band_7_C	Band_7	Band_7_C	SPFHdomain/Band7family	C-terminalregionofband_7	1	4.94878012569901e-05
Bclt--Bclt	Bclt	Bclt	PutativeBcl-2likeproteinoftestis	PutativeBcl-2likeproteinoftestis	1	4.94878012569901e-05
Bestrophin--Bestrophin	Bestrophin	Bestrophin	Bestrophin,RFP-TM,chloridechannel	Bestrophin,RFP-TM,chloridechannel	1	4.94878012569901e-05
APP_Cu_bd--Beta-APP	APP_Cu_bd	Beta-APP	Copper-bindingofamyloidprecursor,CuBD	Beta-amyloidpeptide(beta-APP)	1	4.94878012569901e-05
APP_E2--Beta-APP	APP_E2	Beta-APP	E2domainofamyloidprecursorprotein	Beta-amyloidpeptide(beta-APP)	1	4.94878012569901e-05
APP_N--Beta-APP	APP_N	Beta-APP	AmyloidA4N-terminalheparin-binding	Beta-amyloidpeptide(beta-APP)	1	4.94878012569901e-05
APP_amyloid--Beta-APP	APP_amyloid	Beta-APP	Beta-amyloidprecursorproteinC-terminus	Beta-amyloidpeptide(beta-APP)	1	4.94878012569901e-05
Beta-lactamase--Beta-lactamase	Beta-lactamase	Beta-lactamase	Beta-lactamase	Beta-lactamase	1	4.94878012569901e-05
Beta_helix--Beta_helix	Beta_helix	Beta_helix	Righthandedbetahelixregion	Righthandedbetahelixregion	2	9.89756025139803e-05
BAAT_C--Bile_Hydr_Trans	BAAT_C	Bile_Hydr_Trans	BAAT/Acyl-CoAthioesterhydrolaseCterminal	Acyl-CoAthioesterhydrolase/BAATN-terminalregion	4	0.000197951205027961
Bclx_interact--Bim_N	Bclx_interact	Bim_N	Bcl-xinteracting,BH3domain	BimproteinN-terminus	1	4.94878012569901e-05
ACT--Biopterin_H	ACT	Biopterin_H	ACTdomain	Biopterin-dependentaromaticaminoacidhydroxylase	1	4.94878012569901e-05
Biopterin_H--Biopterin_H	Biopterin_H	Biopterin_H	Biopterin-dependentaromaticaminoacidhydroxylase	Biopterin-dependentaromaticaminoacidhydroxylase	1	4.94878012569901e-05
ACC_central--Biotin_carb_C	ACC_central	Biotin_carb_C	Acetyl-CoAcarboxylase,centralregion	BiotincarboxylaseC-terminaldomain	2	9.89756025139803e-05
ACC_central--Biotin_carb_N	ACC_central	Biotin_carb_N	Acetyl-CoAcarboxylase,centralregion	Biotincarboxylase,N-terminaldomain	2	9.89756025139803e-05
Biotin_carb_C--Biotin_carb_N	Biotin_carb_C	Biotin_carb_N	BiotincarboxylaseC-terminaldomain	Biotincarboxylase,N-terminaldomain	5	0.000247439006284951
2-oxoacid_dh--Biotin_lipoyl	2-oxoacid_dh	Biotin_lipoyl	2-oxoaciddehydrogenasesacyltransferase(catalyticdomain)	Biotin-requiringenzyme	4	0.000197951205027961
ACC_central--Biotin_lipoyl	ACC_central	Biotin_lipoyl	Acetyl-CoAcarboxylase,centralregion	Biotin-requiringenzyme	2	9.89756025139803e-05
Biotin_carb_C--Biotin_lipoyl	Biotin_carb_C	Biotin_lipoyl	BiotincarboxylaseC-terminaldomain	Biotin-requiringenzyme	5	0.000247439006284951
Biotin_carb_N--Biotin_lipoyl	Biotin_carb_N	Biotin_lipoyl	Biotincarboxylase,N-terminaldomain	Biotin-requiringenzyme	5	0.000247439006284951
Biotin_lipoyl--Biotin_lipoyl	Biotin_lipoyl	Biotin_lipoyl	Biotin-requiringenzyme	Biotin-requiringenzyme	1	4.94878012569901e-05
7tm_1--Brix	7tm_1	Brix	7transmembranereceptor(rhodopsinfamily)	Brixdomain	1	4.94878012569901e-05
AAA--Bromodomain	AAA	Bromodomain	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	Bromodomain	2	9.89756025139803e-05
Acetyltransf_1--Bromodomain	Acetyltransf_1	Bromodomain	Acetyltransferase(GNAT)family	Bromodomain	2	9.89756025139803e-05
BAH--Bromodomain	BAH	Bromodomain	BAHdomain	Bromodomain	2	9.89756025139803e-05
BET--Bromodomain	BET	Bromodomain	Bromodomainextra-terminal-transcriptionregulation	Bromodomain	4	0.000197951205027961
BRD4_CDT--Bromodomain	BRD4_CDT	Bromodomain	C-terminaldomainofbromodomainprotein4	Bromodomain	2	9.89756025139803e-05
BRK--Bromodomain	BRK	Bromodomain	BRKdomain	Bromodomain	2	9.89756025139803e-05
Bromodomain--Bromodomain	Bromodomain	Bromodomain	Bromodomain	Bromodomain	11	0.000544365813826892
ABC_membrane--C1-set	ABC_membrane	C1-set	ABCtransportertransmembraneregion	ImmunoglobulinC1-setdomain	1	4.94878012569901e-05
ABC_tran--C1-set	ABC_tran	C1-set	ABCtransporter	ImmunoglobulinC1-setdomain	1	4.94878012569901e-05
C1-set--C1-set	C1-set	C1-set	ImmunoglobulinC1-setdomain	ImmunoglobulinC1-setdomain	12	0.000593853615083882
